Res_id,ua,city,name,votes,locality,locality2,newlocality,latitude,longitude,cuisines,newcuisine,average_cost_for_two,Column,aggregate_rating,rating_text,establishment,delivery,address,url,timings,zipcode,locality_verbose,currency,price_range,highlights,opentable_support,photo_count
18729018,Kolkata,Kolkata,Sea-Estta Inn,631,Tollygunge,Tollygunge,Tollygunge,22.50571152,88.34763922,"Chinese, Thai, Seafood",Chinese,700,,4.4,Very Good,Casual Dining,1,"23, Russa Road, Opposite Bhavani Cinema Hall, Tollygunge, Kolkata",https://www.zomato.com/kolkata/sea-estta-inn-tollygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Closed (Mon),12noon to 10pm (Tue-Fri),12noon to 11pm (Sat-Sun)",700033,"Tollygunge, Kolkata",Rs.,2,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Free Parking', 'Air Conditioned', 'Indoor Seating']",0,1000
21214,Kolkata,Kolkata,Marco Polo,629,Southern Avenue,Southern Avenue,Southern Avenue,22.51493656,88.35269619,"North Indian, Continental",Continental,1200,,4,Very Good,Casual Dining,0,"205, Sarat Bose Road, Southern Avenue, Kolkata",https://www.zomato.com/kolkata/marco-polo-southern-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12:30 PM to 11:30 PM,0,"Southern Avenue, Kolkata",Rs.,3,"['Cash', 'Dinner', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Indoor Seating', 'Fullbar', 'Table booking recommended', 'Air Conditioned']",0,491
21722,Kolkata,Kolkata,Silver Screen,629,Tollygunge,Tollygunge,Tollygunge,22.49199267,88.34602453,"North Indian, Mughlai, Chinese",North Indian,1200,,3.6,Good,Casual Dining,1,"5, N.S.C. Road, Regent Park, Tollygunge, Kolkata",https://www.zomato.com/kolkata/silver-screen-tollygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 11:15 PM (Mon-Sun),0,"Tollygunge, Kolkata",Rs.,3,"['Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Serves Alcohol', 'Air Conditioned', 'Indoor Seating', 'Table Reservation Not Required', 'Fullbar']",0,285
21126,Kolkata,Kolkata,Mitra Cafe,629,Shyam Bazar,Shyam Bazar,Shyam Bazar,22.601297,88.37225351,"North Indian, Fast Food",North Indian,600,,3.9,Good,Quick Bites,1,"3/A, Bhupendra Bose Avenue, Shyam Bazar, Kolkata",https://www.zomato.com/kolkata/mitra-cafe-shyam-bazar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,4:30 PM to 10 PM,0,"Shyam Bazar, Kolkata",Rs.,2,"['Takeaway Available', 'Breakfast', 'Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",0,334
25432,Kolkata,Kolkata,Haji Shaheb,628,Bhawanipur,Bhawanipur,Bhawanipur,22.5332436,88.34619753,"Biryani, North Indian, Rolls",North Indian,450,,3.9,Good,Quick Bites,1,"33, Ashutosh Mukherjee Road, Bhawanipur, Kolkata",https://www.zomato.com/kolkata/haji-shaheb-bhawanipur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11:30 PM (Mon-Sun),,"Bhawanipur, Kolkata",Rs.,1,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Digital Payments Accepted']",0,66
18162658,Kolkata,Kolkata,KFC,628,"Acropolis Mall, Kasba","Acropolis Mall, Kasba",Kasba,22.5150301,88.39331087,"Burger, Fast Food",Burger,450,,4,Very Good,Food Court,-1,"1858/1, 3rd Floor, Acropolis Mall, Rajdanga Main Road, Kasba, Kolkata",https://www.zomato.com/kolkata/kfc-1-kasba?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,,"Acropolis Mall, Kasba, Kolkata",Rs.,1,"['Lunch', 'Cash', 'Credit Card', 'Dinner', 'Mall Parking', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Air Conditioned', 'Indoor Seating']",0,516
21534,Kolkata,Kolkata,KFC,627,Kankurgachi,Kankurgachi,Kankurgachi,22.57786781,88.40030171,"Burger, Fast Food",Burger,450,,4,Very Good,Quick Bites,1,"Shop 316A, 164/1, Maniktala Road Kankurgachi, Kolkata",https://www.zomato.com/kolkata/kfc-kankurgachi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,0,"Kankurgachi, Kolkata",Rs.,1,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Indoor Seating', 'Table booking not available', 'Sodexo', 'Air Conditioned', 'Wheelchair Accessible']",0,409
18343728,Kolkata,Kolkata,The Drunken Monkey,626,O2 VIP - VIP Road,O2 VIP - VIP Road,O2 VIP - VIP Road,22.6325387,88.43446635,"Chinese, Continental",Continental,1600,,4,Very Good,Pub,1,"O2 VIP, 643, Ramkrishna Pally, V.I.P. Road, Kaikhali, Kolkata",https://www.zomato.com/kolkata/the-drunken-monkey-kaikhali?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 12 Midnight,,"O2 VIP - VIP Road, Kolkata",Rs.,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Debit Card', 'DJ', 'Nightlife', 'Fullbar', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Smoking Area']",0,943
18166894,Kolkata,Kolkata,Domino's Pizza,626,Chinar Park,Chinar Park,Chinar Park,22.62264191,88.45041275,"Pizza, Fast Food",Pizza,400,,3.9,Good,Quick Bites,-1,"Shop 3&4, Naopara, Near City Centre 2, Chinar Park, Kolkata",https://www.zomato.com/kolkata/dominos-pizza-2-chinar-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10:57 AM to 11 PM,,"Chinar Park, Kolkata",Rs.,1,"['Cash', 'Delivery', 'Lunch', 'Takeaway Available', 'Dinner', 'Air Conditioned']",0,146
24008,Kolkata,Kolkata,Crave Foodworks,623,Southern Avenue,Southern Avenue,Southern Avenue,22.51413903,88.36251743,"Chinese, Thai, Italian",Chinese,1200,,4,Very Good,Casual Dining,1,"122 B, Meghnad Saha Sarani, Southern Avenue, Kolkata",https://www.zomato.com/kolkata/crave-foodworks-southern-avenue?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 11 PM (Mon-Sun),,"Southern Avenue, Kolkata",Rs.,3,"['Cash', 'Delivery', 'Lunch', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Indoor Seating', 'Pure Veg', 'Table booking recommended', 'Air Conditioned']",0,413
21634,Kolkata,Kolkata,Hungry Tide,622,Hindustan Park,Hindustan Park,Hindustan Park,22.51724768,88.36401645,"Chinese, Continental, Italian, Fast Food",Chinese,700,,4.1,Very Good,,-1,"37C, Hindustan Park Road, Hindustan Park, Kolkata",https://www.zomato.com/kolkata/hungry-tide-hindustan-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 10 PM (Mon-Thu),12 Noon to 10:30 PM (Fri-Sun)",,"Hindustan Park, Kolkata",Rs.,2,"['No Seating Available', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'No Alcohol Available']",0,301
21665,Kolkata,Kolkata,Russel Punjabi Dhaba,621,Chowringhee,Chowringhee,Chowringhee,22.54929587,88.35002974,North Indian,North Indian,500,,3.7,Good,Quick Bites,1,"41, Chowringhee Road, Chowringhee, Kolkata",https://www.zomato.com/kolkata/russel-punjabi-dhaba-chowringhee?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,7 AM to 12:30 AM,0,"Chowringhee, Kolkata",Rs.,2,"['Dinner', 'Delivery', 'Breakfast', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating']",0,226
24668,Kolkata,Kolkata,Azad Hind,619,New Town,New Town,New Town,22.578569,88.48138321,"North Indian, Mughlai, Rolls",North Indian,600,,3.5,Good,Casual Dining,1,"4/315, Block DH 6/38, Pecon Towers, Rajarhat, Newtown, Kolkata",https://www.zomato.com/kolkata/azad-hind-new-town?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 2 AM,,"New Town, Kolkata",Rs.,2,"['Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned']",0,424
21996,Kolkata,Kolkata,Dimpi,619,Shyam Bazar,Shyam Bazar,Shyam Bazar,22.60127224,88.37335087,"South Indian, North Indian, Chinese",North Indian,450,,3.5,Good,Quick Bites,1,"128/8A, Bidhan Sarani, Five Point Crossing, Shyam Bazar, Kolkata",https://www.zomato.com/kolkata/dimpi-shyam-bazar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10 AM to 10 PM,0,"Shyam Bazar, Kolkata",Rs.,1,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Digital Payments Accepted']",0,205
25590,Kolkata,Kolkata,Balaram Mullick & Radharaman Mullick Sweets,619,Prince Anwar Shah Road,Prince Anwar Shah Road,Prince Anwar Shah Road,22.50213426,88.35609958,Mishti,Mishti,300,,4.3,Very Good,Sweet Shop,1,"367, Prince Anwar Shah Road, Kolkata",https://www.zomato.com/kolkata/balaram-mullick-radharaman-mullick-sweets-prince-anwar-shah-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10 AM to 10 PM,,"Prince Anwar Shah Road, Kolkata",Rs.,1,"['Debit Card', 'Cash', 'Breakfast', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Ticket Restaurant', 'Pure Veg', 'Air Conditioned', 'Desserts and Bakes']",0,821
23953,Kolkata,Kolkata,Saptapadi,615,Jadavpur,Jadavpur,Jadavpur,22.4805461,88.37592512,"Bengali, Beverages",Bengali,700,,4.3,Very Good,Casual Dining,1,"G 40A, Bagha Jatin, Near Ganguli Bagan Post Office, Jadavpur, Kolkata",https://www.zomato.com/kolkata/saptapadi-jadavpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 10:30 PM,,"Jadavpur, Kolkata",Rs.,2,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned']",0,954
22769,Kolkata,Kolkata,Royal Lebanese,612,Lake Market Area,Lake Market Area,Lake Market Area,22.51680479,88.35238036,Lebanese,Lebanese,450,,3.5,Good,Quick Bites,0,"187, Sarat Bose Road",https://www.zomato.com/kolkata/royal-lebanese-lake-market-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11:30 AM to 12 Midnight (Mon-Sun),,"Lake Market Area, Kolkata",Rs.,1,"['Cash', 'Delivery', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Air Conditioned']",0,241
22866,Kolkata,Kolkata,Tasty Corner,612,Ballygunge,Ballygunge,Ballygunge,22.52458838,88.36688306,"Street Food, Mishti, Beverages",Street Food,300,,4,Very Good,Quick Bites,1,"18, Anil Moitra Road, Mandeville Gardens, Ballygunge, Kolkata",https://www.zomato.com/kolkata/tasty-corner-ballygunge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,7 AM to 10 PM (Mon-Sun),700019,"Ballygunge, Kolkata",Rs.,1,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Sodexo', 'Indoor Seating', 'Air Conditioned', 'Pure Veg', 'Desserts and Bakes']",0,288
25586,Kolkata,Kolkata,Saima Restaurant,610,"Sector 3, Salt Lake","Sector 3, Salt Lake",Salt Lake,22.5800624,88.41457073,"Biryani, North Indian, Rolls",Biryani,350,,3.5,Good,Quick Bites,1,"FE 476/A, Community Centre, Sector 3, Salt Lake, Kolkata",https://www.zomato.com/kolkata/saima-restaurant-sector-3-salt-lake?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 10 PM,,"Sector 3, Salt Lake, Kolkata",Rs.,1,"['Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Outdoor Seating']",0,56
18569209,Kolkata,Kolkata,Art of Dining,610,"Sector 1, Salt Lake","Sector 1, Salt Lake",Salt Lake,22.5957743,88.41656595,"North Indian, Chinese, Continental",North Indian,1000,,3.9,Good,Casual Dining,-1,"BF 41, Swimming Pool, Sector 1, Salt Lake, Kolkata",https://www.zomato.com/kolkata/art-of-dining-sector-1-salt-lake?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 10:30 PM,700064,"Sector 1, Salt Lake, Kolkata",Rs.,3,"['Cash', 'Delivery', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Dinner', 'Pure Veg', 'Vegan Options', 'Free Parking', 'Table booking recommended', 'Private Dining Area Available', 'Serves Jain Food', 'Group Meal', 'Indoor Seating', 'Air Conditioned']",0,159
24140,Kolkata,Kolkata,Apu's Kitchen,609,Kankurgachi,Kankurgachi,Kankurgachi,22.5698253,88.39022901,"Chinese, North Indian, Mughlai, Rolls",Chinese,350,,4,Very Good,Quick Bites,1,"119, Hem Chandra Naskar Road, Kankurgachi, Kolkata",https://www.zomato.com/kolkata/apus-kitchen-kankurgachi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 11 PM (Mon-Sun),,"Kankurgachi, Kolkata",Rs.,1,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating']",0,61
25607,Kolkata,Kolkata,Buddha Bites,609,Lake Town,Lake Town,Lake Town,22.61067877,88.40644699,"Chinese, Asian, Cantonese",Chinese,1000,,3.9,Good,Casual Dining,1,"Block A , 862 Jessore Road, Lake Town, Kolkata",https://www.zomato.com/kolkata/buddha-bites-lake-town?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM (Mon-Sun),,"Lake Town, Kolkata",Rs.,3,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",0,709
23205,Kolkata,Kolkata,Sunny's Refreshment,604,Baranagar,Baranagar,Baranagar,22.65291401,88.37807827,"South Indian, North Indian, Chinese",Chinese,400,,3.7,Good,Quick Bites,1,"140, B.T. Road, Dunlop Supermarket, Baranagar, Kolkata",https://www.zomato.com/kolkata/sunnys-refreshment-baranagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 10 PM,,"Baranagar, Kolkata",Rs.,1,"['Delivery', 'Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Catering Available', 'Indoor Seating', 'Table Reservation Not Required']",0,169
22947,Kolkata,Kolkata,Balaram Mullick & Radharaman Mullick Sweets,604,Kasba,Kasba,Kasba,22.51373298,88.39738682,Mishti,Mishti,300,,4.2,Very Good,Sweet Shop,1,"290, Rajdanga Main Road, Kasba, Kolkata",https://www.zomato.com/kolkata/balaram-mullick-radharaman-mullick-sweets-kasba?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,10 AM to 11 PM,,"Kasba, Kolkata",Rs.,1,"['Cash', 'Takeaway Available', 'Credit Card', 'Delivery', 'Debit Card', 'Indoor Seating', 'Desserts and Bakes', 'Air Conditioned', 'Pure Veg']",0,527
21552,Kolkata,Kolkata,Debonair,603,Dum Dum,Dum Dum,Dum Dum,22.63604728,88.41435011,"North Indian, Chinese",North Indian,550,,3.5,Good,Casual Dining,0,"53/1, J.N. Tiwari Road, Rajbari, Dum Dum, Kolkata",https://www.zomato.com/kolkata/debonair-dum-dum?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 11 PM (Mon-Sun),0,"Dum Dum, Kolkata",Rs.,2,"['Cash', 'Debit Card', 'Delivery', 'Dinner', 'Credit Card', 'Takeaway Available', 'Lunch', 'Air Conditioned', 'Fullbar', 'Indoor Seating', 'Wifi']",0,254
22595,Kolkata,Kolkata,Dinner House,603,Beliaghata,Beliaghata,Beliaghata,22.56384126,88.39637261,"Biryani, North Indian, Mughlai",Biryani,500,,4,Very Good,Casual Dining,1,"25A, Surah 3rd Lane, Near Beliaghata Police Station, Beliaghata, Kolkata",https://www.zomato.com/kolkata/dinner-house-beliaghata?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 10:30 PM,,"Beliaghata, Kolkata",Rs.,2,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned']",0,133
21548,Kolkata,Kolkata,Ammini,602,Hazra,Hazra,Hazra,22.52076849,88.35299391,South Indian,South Indian,600,,4,Very Good,Casual Dining,1,"22/1C, Monoharpukur Road, Near Sarat Bose Road, Hazra, Kolkata",https://www.zomato.com/kolkata/ammini-hazra?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12 Noon to 10:30 PM (Mon-Fri), 9:30 AM to 10:30 PM (Sat-Sun)",0,"Hazra, Kolkata",Rs.,2,"['Cash', 'Delivery', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Air Conditioned']",0,679
23325,Kolkata,Kolkata,Go Where,600,"Sector 5, Salt Lake","Sector 5, Salt Lake",Salt Lake,22.5687931,88.43395807,"North Indian, Chinese, Seafood",North Indian,600,,3.7,Good,Bar,1,"Systron Building, Block-GP, Opposite RDB Cinemas, Sector 5, Salt Lake, Kolkata",https://www.zomato.com/kolkata/go-where-sector-5-salt-lake?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM (Mon-Sun),700091,"Sector 5, Salt Lake, Kolkata",Rs.,2,"['Credit Card', 'Cash', 'Debit Card', 'Dinner', 'Lunch', 'Takeaway Available', 'Table Reservation Not Required', 'Indoor Seating', 'Smoking Area', 'Above 18 Only', 'Live Sports Screening', 'Air Conditioned', 'Fullbar']",0,301
22259,Kolkata,Howrah,Pizza Hut,599,"Avani Riverside Mall, Shibpur","Avani Riverside Mall, Shibpur",Shibpur,22.56261179,88.32310539,"Pizza, Fast Food, Italian",Pizza,500,,3.7,Good,Casual Dining,1,"32, 3rd Floor, Avani Riverside Mall, Jagat Banerjee Ghat Road, Shibpur, Howrah",https://www.zomato.com/kolkata/pizza-hut-shibpur-howrah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,0,"Avani Riverside Mall, Shibpur, Howrah",Rs.,2,"['Lunch', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Mall Parking', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Air Conditioned', 'Indoor Seating', 'Wheelchair Accessible']",0,385
24297,Kolkata,Howrah,Raasta Cafe,599,Dobson Road,Dobson Road,Dobson Road,22.59386505,88.34311835,"North Indian, Chinese, Fast Food",Fast Food,400,,3.8,Good,Quick Bites,1,"10, Dr. Abani Dutta Road, Ramlal Mukherjee Lane, Near Axis Bank, Dobson Road, Howrah",https://www.zomato.com/kolkata/raasta-cafe-dobson-road-howrah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 10 PM,711106,"Dobson Road, Howrah",Rs.,1,"['Delivery', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'Pure Veg', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",0,148
20735,Kolkata,Kolkata,The Chef,598,Jadavpur,Jadavpur,Jadavpur,22.49563834,88.37057345,"Bengali, Chinese, Bangladeshi",Bengali,500,,3.9,Good,Casual Dining,1,"58/2, 8B Bus Stand, Jadavpur, Kolkata",https://www.zomato.com/kolkata/the-chef-jadavpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 10:30 PM (Mon-Sun),0,"Jadavpur, Kolkata",Rs.,2,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Indoor Seating', 'Bulk Orders Accepted', 'Table booking not available', 'Air Conditioned']",0,112
18217433,Kolkata,Kolkata,The Noodle Hub,598,Naktala,Naktala,Naktala,22.47096774,88.3686493,Chinese,Chinese,900,,3.8,Good,Casual Dining,1,"356/3/1, N.S.C. Bose Road, Near Naktala Mini Bus Stand, Naktala, Kolkata",https://www.zomato.com/kolkata/the-noodle-hub-naktala?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12:30 PM to 4 PM, 6:30 PM to 11:30 PM",,"Naktala, Kolkata",Rs.,2,"['Dinner', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Credit Card', 'Debit Card', 'Indoor Seating', 'Buffet', 'Air Conditioned']",0,1095
18644505,Kolkata,Kolkata,Starbucks Coffee,597,"South City Mall, Prince Anwar Shah Road","South City Mall, Prince Anwar Shah Road",Prince Anwar Shah Road,22.50166437,88.36191427,"Cafe, Desserts",Cafe,700,,4.2,Very Good,Cafe,-1,"375, South City Mall, Prince Anwar Shah Road, Kolkata",https://www.zomato.com/kolkata/starbucks-coffee-prince-anwar-shah-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Mon-Sun (10 AM to 11 PM),,"South City Mall, Prince Anwar Shah Road, Kolkata",Rs.,2,"['Mall Parking', 'Credit Card', 'Breakfast', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Wifi', 'Desserts and Bakes', 'Air Conditioned', 'All Day Breakfast']",0,717
24923,Kolkata,Kolkata,Koshe Kosha,596,Park Street Area,Park Street Area,Park Street Area,22.55388596,88.35426763,Bengali,Bengali,900,,4,Very Good,Casual Dining,1,"1/1C, Ripon Street, Muzzafar Ahmed Street, Park Street Area, Kolkata, Near Free School Street",https://www.zomato.com/kolkata/koshe-kosha-park-street-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,700016,"Park Street Area, Kolkata",Rs.,2,"['Credit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Valet Parking Available', 'Air Conditioned', 'Indoor Seating', 'Table booking recommended']",0,863
18398892,Kolkata,Kolkata,Maple The Kitchen,593,New Town,New Town,New Town,22.58117997,88.44552007,"North Indian, South Indian",North Indian,500,,3.3,Average,Casual Dining,1,"Near Mohisghot Box Bridge's Atm, New Town, Kolkata",https://www.zomato.com/kolkata/maple-the-kitchen-new-town?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,8:30am to 11pm (Mon-Sun),,"New Town, Kolkata",Rs.,2,"['Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Lunch', 'Delivery', 'Indoor Seating', 'Kid Friendly', 'Pure Veg']",0,68
25181,Kolkata,Kolkata,Wah Punjab,593,Baranagar,Baranagar,Baranagar,22.65308945,88.37751132,"North Indian, Chinese",North Indian,650,,3.1,Average,Casual Dining,1,"150, B.T. Road, Near Dunlop Bridge, Baranagar, Kolkata",https://www.zomato.com/kolkata/wah-punjab-baranagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,,"Baranagar, Kolkata",Rs.,2,"['Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Lunch', 'Delivery', 'Debit Card', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",0,44
23280,Kolkata,Kolkata,Lazeez Express,592,Kasba,Kasba,Kasba,22.5165279,88.38830888,"North Indian, Mughlai, Rolls",North Indian,800,,3.2,Average,Casual Dining,1,"83, Rajdanga Gold Park, Tribarno Bus Stand, Kasba, Kolkata",https://www.zomato.com/kolkata/lazeez-express-kasba?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,11 AM to 11 PM,,"Kasba, Kolkata",Rs.,2,"['Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Indoor Seating']",0,249
18368664,Kolkata,Kolkata,SOI - The Asian Street Kitchen,592,New Market Area,New Market Area,New Market Area,22.55827123,88.35192908,"Chinese, Thai, Asian",Chinese,1200,,4.3,Very Good,Casual Dining,1,"26, Jawaharlal Nehru Road, Beside The Indian Museum, Park Street",https://www.zomato.com/kolkata/soi-the-asian-street-kitchen-new-market-area?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"12:30pm to 11pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)",700087,"New Market Area, Kolkata",Rs.,3,"['Lunch', 'Serves Alcohol', 'Cash', 'Delivery', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Nightlife', 'Fullbar', 'Table booking recommended', 'Group Meal', 'Valet Parking Available', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Wifi']",0,1794
23631,Kolkata,Kolkata,Rasui,589,Belghoria,Belghoria,Belghoria,22.66060019,88.3870573,"North Indian, Chinese, Biryani",North Indian,600,,3.6,Good,Casual Dining,1,"Plot 107/2, 1st Floor, Flying Point, Feeder Road, Belghoria, Kolkata",https://www.zomato.com/kolkata/rasui-belghoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 10:30 PM,,"Belghoria, Kolkata",Rs.,2,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Delivery', 'Indoor Seating', 'Air Conditioned']",0,117
18571713,Kolkata,Kolkata,Cafe : Plot 15,589,Jadavpur,Jadavpur,Jadavpur,22.494083,88.36937651,"Cafe, Fast Food, Beverages",Cafe,600,,4.1,Very Good,Cafe,1,"15, Ibrahimpur Road, Near Jadavpur 8B Bus Stand, Bidhanpally, Jadavpur, Kolkata",https://www.zomato.com/kolkata/cafe-plot-15-1-jadavpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12noon to 10pm (Mon-Sun),700032,"Jadavpur, Kolkata",Rs.,2,"['Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating']",0,1255
18281714,Kolkata,Kolkata,Ishan's Caf̩ and More,587,Barasat,Barasat,Barasat,22.71434097,88.47932428,"North Indian, Biryani, Kebab, Chinese",North Indian,600,,3.9,Good,Casual Dining,1,"Hatkhola Bazar, R.B.C. Road, Barasat, Kolkata",https://www.zomato.com/kolkata/ishans-caf̩-and-more-barasat?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 10:30 PM (Mon-Sun),700124,"Barasat, Kolkata",Rs.,2,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Indoor Seating', 'Air Conditioned']",0,230
24670,Kolkata,Kolkata,6 Ballygunge Place Thali,586,"Globsyn Crystals, Sector 5","Globsyn Crystals, Sector 5",Sector 5 Salt Lake,22.57198071,88.43356747,"Bengali, Bangladeshi",Bengali,600,,3.8,Good,Casual Dining,1,"Podium Floor, Globsyn Crystal, EP & GP Block, Sector 5, Salt Lake",https://www.zomato.com/kolkata/6-ballygunge-place-thali-sector-5-salt-lake?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,12 Noon to 9 PM (Mon-Sun),,"Globsyn Crystals, Sector 5, Kolkata",Rs.,2,"['Takeaway Available', 'Lunch', 'Cash', 'Delivery', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Buffet', 'Indoor Seating', 'Air Conditioned', 'Table Reservation Not Required']",0,651
